Application Number,Voucher Number,Child Age (at time of Application),Gender,Has your child played sport before?,Participation Activity,Club Name,Club Suburb/Town,Club Local Government Area Name,Club State Electoral District  Name,Parent Suburb/Town,Total Payment
2000007886,SSSKOCZW,6,,No,Australian Football,Caboolture Lions Junior Australian Football Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,118
2000012627,BBBTRTC2,6,,No,Australian Football,Caboolture Lions Junior Australian Football Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Morayfield,118
2000002086,YCHVL5PC,6,,Yes,Australian Football,Caboolture Lions Junior Australian Football Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,118
2000013479,MFFBBJH0,7,,No,Australian Football,Caboolture Lions Junior Australian Football Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Morayfield,118
2000004006,AXVHTR9T,7,,Yes,Australian Football,Caboolture Lions Junior Australian Football Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,118
2000004271,B4BV2W5L,9,,Yes,Australian Football,Caboolture Lions Junior Australian Football Club Inc,Caboolture,Moreton Bay (R),Pumicestone,Caboolture,118
2000003406,HUBBHZYC,5,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Isle Of Capri,120
2000008618,Z20TPCLG,5,,Yes,Australian Football,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,120
2000012699,04EBKDW4,6,,No,Australian Football,Southport Junior Australian Football Club Inc,Southport,Gold Coast (C),Southport,Arundel,120
2000010580,LOM32K74,6,,No,Australian Football,Surfers Paradise Australian Football Club Inc,Benowa,Gold Coast (C),Surfers Paradise,Benowa,120
2000006393,6XEEZDY7,6,,Yes,Australian Football,Surfers Paradise Australian Football Club Inc,Benowa,Gold Coast (C),Surfers Paradise,Ashmore,120
2000010562,70FEXFWJ,7,,No,Australian Football,Surfers Paradise Australian Football Club Inc,Benowa,Gold Coast (C),Surfers Paradise,Ashmore,120
2000002278,APEAURT9,13,,Yes,Australian Football,Coolaroo Football Club Inc,Toowoomba,Toowoomba (R),Toowoomba South,Toowoomba,120
2000013671,I8L1NI4Y,13,,Yes,Australian Football,South Burnett Sainst Australian Football Club Inc,Kingaroy,South Burnett (R),Nanango,Kingaroy,120
2000005859,KECVNCJE,8,,Yes,Australian Football,Coomera Magpies Junior A.F.C. Inc,Coomera,Gold Coast (C),Coomera,Upper Coomera,125
2000013317,R5N21AES,8,,Yes,Australian Football,Coomera Magpies Junior A.F.C. Inc,Coomera,Gold Coast (C),Coomera,Coomera,125
2000002539,RLTXOY3N,11,,Yes,Australian Football,Pyramid Power Junior AFL Club Inc,Gordonvale,Cairns (R),Mulgrave,White Rock,125
2000002831,N20DCF1C,11,,Yes,Australian Football,Pyramid Power Junior AFL Club Inc,Gordonvale,Cairns (R),Mulgrave,Yarrabah,125
2000006792,4FWBNRZA,11,,Yes,Australian Football,Pyramid Power Junior AFL Club Inc,Gordonvale,Cairns (R),Mulgrave,Yarrabah,125
2000001212,PLTX4EJ5,5,,No,Australian Football,Griffith Moorooka Australian Football Club Inc,Moorooka,Brisbane (C),Yeerongpilly,Beenleigh,128
2000004793,TM9SJ2G4,5,,Yes,Australian Football,Pacific Pines Junior Australian Rules Football Club,Pacific Pines,Gold Coast (C),Gaven,Upper Coomera,130
2000010061,XJZCYG4L,10,,Yes,Australian Football,Cairns City Lions Juniors AFL Club Inc,Redlynch,Cairns (R),Barron River,Trinity Park,130
2000005161,47D93ASD,12,,Yes,Australian Football,Carrara Junior Australian Football Club Incorporated,Carrara,Gold Coast (C),Gaven,Gilston,130
2000011704,Q0URDR3X,13,,No,Australian Football,Carrara Junior Australian Football Club Incorporated,Carrara,Gold Coast (C),Gaven,Clear Island Waters,130
2000008263,ACWN8BN5,14,,Yes,Australian Football,Carrara Junior Australian Football Club Incorporated,Carrara,Gold Coast (C),Gaven,Highland Park,130
2000010786,1WXPPEJ5,17,,Yes,Australian Football,Carrara Junior Australian Football Club Incorporated,Carrara,Gold Coast (C),Gaven,Nerang,130
2000003995,J4WFI6XS,8,,Yes,Australian Football,Springfield Lakes Junior Australian Football Club,Springfield Lakes,Ipswich (C),Bundamba,Ellen Grove,135
2000004137,3QRLD05K,8,,Yes,Australian Football,Springfield Lakes Junior Australian Football Club,Springfield Lakes,Ipswich (C),Bundamba,Bellbird Park,135
2000011561,BGY9CRAV,5,,Yes,Australian Football,Southport Junior Australian Football Club Inc,Southport,Gold Coast (C),Southport,Parkwood,140
2000003045,YLJRXWQR,6,,No,Australian Football,Bribie Island Junior AFL Club Incorporated,Bongaree,Moreton Bay (R),Pumicestone,Banksia Beach,140
2000010301,8DMAPDK7,8,,Yes,Australian Football,Noosa Australian Football Club Inc,Noosaville,Noosa (S),Noosa,Noosaville,140
2000005456,GPXBRRIG,9,,No,Australian Football,Noosa Australian Football Club Inc,Noosaville,Noosa (S),Noosa,Tewantin,140
2000008595,JBBTIA39,11,,Yes,Australian Football,Warwick AFC Inc,Warwick,Southern Downs (R),Southern Downs,Warwick,140
2000005837,5ZDFKSCW,16,,Yes,Australian Football,Noosa Australian Football Club Inc,Noosaville,Noosa (S),Noosa,Sunshine Beach,140
2000007659,YCLAC04V,16,,Yes,Australian Football,Warwick AFC Inc,Warwick,Southern Downs (R),Southern Downs,Stanthorpe,140
2000001333,YWX3US0E,6,,No,Australian Football,Nambour and Hinterland Australian Football Club Inc,Palmwoods,Sunshine Coast (R),Glass House,Palmwoods,144
2000010424,5UCFSUB9,7,,Yes,Australian Football,Nambour and Hinterland Australian Football Club Inc,Palmwoods,Sunshine Coast (R),Glass House,Perwillowen,144
2000005985,3OF7B9KW,6,,Yes,Australian Football,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,145
2000007874,E7ESH6LE,6,,Yes,Australian Football,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,145
2000010894,6PZY32I8,6,,Yes,Australian Football,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,145
2000012195,NWRT69BC,7,,No,Australian Football,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,145
2000005666,UMD2I9FP,7,,Yes,Australian Football,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,145
2000003695,IYU3YJYX,9,,Yes,Australian Football,Springfield Lakes Junior Australian Football Club,Springfield Lakes,Ipswich (C),Bundamba,Springfield Lakes,145
2000003061,DSBTY60K,11,,Yes,Australian Football,Gympie Australian Football Club Inc,Gympie,Gympie (R),Gympie,Gympie,145
2000003002,RJ5PS9HU,5,,No,Australian Football,Beenleigh Australian Rules Football Club Inc,Beenleigh,Logan (C),Waterford,Holmview,148
2000007337,5PFFTK0W,5,,No,Australian Football,Rochedale Junior Australian Football Club Inc,Rochedale,Brisbane (C),Mansfield,Burbank,148
2000004827,H0OX24WB,5,,No,Australian Football,Springfield Lakes Junior Australian Football Club,Springfield Lakes,Ipswich (C),Bundamba,Springfield Lakes,148
2000008643,5QVB1UA6,5,,No,Australian Football,Springfield Lakes Junior Australian Football Club,Springfield Lakes,Ipswich (C),Bundamba,Springfield Lakes,148
2000012544,ILMXAK93,5,,Yes,Australian Football,Logan Cobras Junior AFL Inc,Tanah Merah,Logan (C),Waterford,Kingston,148
2000008642,TLZL9QVF,6,,No,Australian Football,Springfield Lakes Junior Australian Football Club,Springfield Lakes,Ipswich (C),Bundamba,Springfield Lakes,148
2000001024,N8XKDHFX,6,,Yes,Australian Football,Beenleigh Australian Rules Football Club Inc,Beenleigh,Logan (C),Waterford,Loganlea,148
2000001057,VEF6LH1S,6,,Yes,Australian Football,Beenleigh Australian Rules Football Club Inc,Beenleigh,Logan (C),Waterford,Loganlea,148
2000001077,LP11N45S,6,,Yes,Australian Football,Beenleigh Australian Rules Football Club Inc,Beenleigh,Logan (C),Waterford,Loganlea,148
2000007546,37CE8EBS,6,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Thornlands,148
2000002451,T5GEDKKM,7,,Yes,Australian Football,Beenleigh Australian Rules Football Club Inc,Beenleigh,Logan (C),Waterford,Edens Landing,148
2000010071,NCR6XTCV,7,,Yes,Australian Football,Beenleigh Australian Rules Football Club Inc,Beenleigh,Logan (C),Waterford,Waterford,148
2000000787,B2OSX8TT,7,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Capalaba,148
2000001972,MHW9J53F,5,,No,Australian Football,Deception Bay Junior Rugby League Football Club Inc,Deception Bay,Moreton Bay (R),Murrumba,Deception Bay,150
2000004545,WB77Q3DZ,5,,No,Australian Football,Toowoomba East Australian Football Club Inc,Wilsonton Heights,Toowoomba (R),Toowoomba North,Toowoomba,150
2000006660,MRVNDF7O,5,,No,Australian Football,Toowoomba East Australian Football Club Inc,Wilsonton Heights,Toowoomba (R),Toowoomba North,Wilsonton,150
2000006093,GXPQZHAU,5,,Yes,Australian Football,Pacific Pines Junior Australian Rules Football Club,Pacific Pines,Gold Coast (C),Gaven,Pacific Pines,150
2000001865,1IMIIWET,6,,No,Australian Football,Hervey Bay Australian Football and Cricket Club Inc,Torquay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000008882,AA11PTEX,6,,No,Australian Football,Kawana Park Junior Australian Football Club Inc,Bokarina,Sunshine Coast (R),Kawana,Aroona,150
2000002247,5UXLKS4F,6,,No,Australian Football,POMONA COOROY AUSTRALIAN FOOTBALL CLUB,Pomona,Noosa (S),Gympie,Cooroy,150
2000004168,62NUTIQ3,6,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Nerang,150
2000005118,880A1S9O,6,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Robina,150
2000007756,4CFKLLEV,6,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Bli Bli,150
2000008149,C94QP0ZX,6,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Nambour,150
2000008150,KELGORTC,6,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Nambour,150
2000011748,Q5J428FG,6,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Kulangoor,150
2000007794,WQGTERWD,6,,Yes,Australian Football,Narangba Australian Football Club Inc,Burpengary,Moreton Bay (R),Morayfield,Burpengary,150
2000011177,ZXZN9ED4,6,,Yes,Australian Football,Pacific Pines Junior Australian Rules Football Club,Pacific Pines,Gold Coast (C),Gaven,Oxenford,150
2000010409,8AWA8R6J,7,,No,Australian Football,Deception Bay Junior Rugby League Football Club Inc,Deception Bay,Moreton Bay (R),Murrumba,Burpengary,150
2000003315,7LRWKB7O,7,,No,Australian Football,Pine Rivers Swans Australian Football Club Inc,Strathpine,Moreton Bay (R),Pine Rivers,Kallangur,150
2000012367,I09FJVFB,7,,No,Australian Football,Toowoomba East Australian Football Club Inc,Wilsonton Heights,Toowoomba (R),Toowoomba North,Toowoomba,150
2000003402,X16CZ5IK,7,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Isle Of Capri,150
2000004660,D738R6MU,7,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Mermaid Waters,150
2000009588,M5ADPYHO,7,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Burleigh Waters,150
2000002368,42V5WY9W,7,,Yes,Australian Football,Coomera Magpies Junior A.F.C. Inc,Coomera,Gold Coast (C),Coomera,Upper Coomera,150
2000007279,TXYDHT7E,7,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Yandina,150
2000008849,TX11UMV1,7,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Nambour,150
2000008413,WILRNGDC,7,,Yes,Australian Football,Narangba Australian Football Club Inc,Burpengary,Moreton Bay (R),Morayfield,Narangba,150
2000006105,F3KG8Y9O,7,,Yes,Australian Football,North Cairns Australian Football and Sporting Club,Manunda,Cairns (R),Cairns,Edge Hill,150
2000005109,APDKW4F6,7,,Yes,Australian Football,Pacific Pines Junior Australian Rules Football Club,Pacific Pines,Gold Coast (C),Gaven,Parkwood,150
2000013305,0QOXGBNF,7,,Yes,Australian Football,Pacific Pines Junior Australian Rules Football Club,Pacific Pines,Gold Coast (C),Gaven,Hope Island,150
2000006648,IRA7GTPX,7,,Yes,Australian Football,Toowoomba East Australian Football Club Inc,Wilsonton Heights,Toowoomba (R),Toowoomba North,Wilsonton,150
2000012675,63YA5E6W,7,,Yes,Australian Football,Toowoomba East Australian Football Club Inc,Wilsonton Heights,Toowoomba (R),Toowoomba North,North Toowoomba,150
2000002231,J2QYIZI2,8,,No,Australian Football,POMONA COOROY AUSTRALIAN FOOTBALL CLUB,Pomona,Noosa (S),Gympie,Cooroy,150
2000011461,73RZRZ6U,8,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Burleigh Waters,150
2000009229,KL3GJRNL,8,,Yes,Australian Football,Hervey Bay Australian Football and Cricket Club Inc,Torquay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000001263,ZBV8VQFQ,8,,Yes,Australian Football,Kawana Park Junior Australian Football Club Inc,Bokarina,Sunshine Coast (R),Kawana,Golden Beach,150
2000007755,KBCJ1EAG,8,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Bli Bli,150
2000013654,9WJIBMER,8,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Nambour,150
2000000057,FNYAJ94I,8,,Yes,Australian Football,Pine Rivers Swans Australian Football Club Inc,Strathpine,Moreton Bay (R),Pine Rivers,Warner,150
2000006386,JT6Y6D94,8,,Yes,Australian Football,POMONA COOROY AUSTRALIAN FOOTBALL CLUB,Pomona,Noosa (S),Gympie,Cooroy,150
2000005390,VC7TT756,8,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Redland Bay,150
2000012329,OZGQQBKN,8,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Victoria Point,150
2000012344,TO87Q3C7,8,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Victoria Point,150
2000012348,FQ0HCG1Z,8,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Victoria Point,150
2000001784,B8AMMLRT,9,,No,Australian Football,POMONA COOROY AUSTRALIAN FOOTBALL CLUB,Pomona,Noosa (S),Gympie,Pomona,150
2000002019,AQ9NK4ZC,9,,Yes,Australian Football,Aspley Australian Football and Sporting Club Limited,Carseldine,Brisbane (C),Aspley,Bray Park,150
2000002160,J6NSY9CB,9,,Yes,Australian Football,Aspley Australian Football and Sporting Club Limited,Carseldine,Brisbane (C),Aspley,Bray Park,150
2000005914,611NQWY4,9,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Mermaid Waters,150
2000009587,RBY0RQ19,9,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Burleigh Waters,150
2000010250,GQ8MJSCY,9,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Mermaid Waters,150
2000002447,14Q97EHR,9,,Yes,Australian Football,Hervey Bay Australian Football and Cricket Club Inc,Torquay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000012145,3EOSNY4Z,9,,Yes,Australian Football,Kawana Park Junior Australian Football Club Inc,Bokarina,Sunshine Coast (R),Kawana,Currimundi,150
2000009852,B4NM70VD,9,,Yes,Australian Football,Pacific Pines Junior Australian Rules Football Club,Pacific Pines,Gold Coast (C),Gaven,Pacific Pines,150
2000005572,CL1OZDUR,9,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Victoria Point,150
2000005658,CPNTVE9N,9,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Cleveland,150
2000006841,NT6XUITV,9,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Mount Cotton,150
2000004045,P7V2P6VM,10,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Nerang,150
2000005723,E4ONS7BN,10,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Carrara,150
2000010629,GF1T87FT,10,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Varsity Lakes,150
2000009969,T5CMAQ24,10,,Yes,Australian Football,Centrals Juniors AFL Club Inc,Trinity Beach,Douglas (S),Cook,Smithfield,150
2000010445,ABEV5CY2,10,,Yes,Australian Football,Highfields Lions Australian Rules Football Club Inc,Highfields,Toowoomba (R),Toowoomba North,Highfields,150
2000004414,MS0EOAPX,10,,Yes,Australian Football,Kawana Park Junior Australian Football Club Inc,Bokarina,Sunshine Coast (R),Kawana,Mountain Creek,150
2000007754,Y8AH46DM,10,,Yes,Australian Football,Nambour . Yandina United Soccer Club Incorporated,Yandina,Sunshine Coast (R),Nicklin,Bli Bli,150
2000007505,SR3VP26F,10,,Yes,Australian Football,Pine Rivers Swans Australian Football Club Inc,Strathpine,Moreton Bay (R),Pine Rivers,Joyner,150
2000006451,JAOUISUV,10,,Yes,Australian Football,Pyramid Power Junior AFL Club Inc,Gordonvale,Cairns (R),Mulgrave,Ravenshoe,150
2000002496,WGBVDARW,10,,Yes,Australian Football,Toowoomba East Australian Football Club Inc,Wilsonton Heights,Toowoomba (R),Toowoomba North,Wilsonton Heights,150
2000005756,76834AUZ,11,,No,Australian Football,Hervey Bay Australian Football and Cricket Club Inc,Torquay,Fraser Coast (R),Hervey Bay,Eli Waters,150
2000001954,20VYAXQG,11,,Yes,Australian Football,Aspley Australian Football and Sporting Club Limited,Carseldine,Brisbane (C),Aspley,Bray Park,150
2000010111,X7FQVAXX,11,,Yes,Australian Football,Aspley Australian Football and Sporting Club Limited,Carseldine,Brisbane (C),Aspley,Strathpine,150
2000005510,O2C8K55H,11,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Burleigh Heads,150
2000008766,E62YMYYH,11,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Mermaid Waters,150
2000010431,Y9ZTAQVP,11,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Mermaid Waters,150
2000010490,SUG6ZHQF,11,,Yes,Australian Football,Dalby Australian Football Club Incorporated,Dalby,Western Downs (R),Condamine,Middle Ridge,150
2000007660,VFUTXXHX,11,,Yes,Australian Football,Hervey Bay Australian Football and Cricket Club Inc,Torquay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000012688,PKCGFT9P,11,,Yes,Australian Football,Logan Cobras Junior AFL Inc,Tanah Merah,Logan (C),Waterford,Meadowbrook,150
2000009464,DTXRX8V4,11,,Yes,Australian Football,Pine Rivers Swans Australian Football Club Inc,Strathpine,Moreton Bay (R),Pine Rivers,Strathpine,150
2000012496,745FXKQZ,11,,Yes,Australian Football,Victoria Point Sharks Sporting Club Inc,Victoria Point,Redland (C),Redlands,Victoria Point West,150
2000000922,2E8IO5GN,11,,Yes,Australian Football,WYNNUM VIKINGS AUSTRALAIN FOOTBALL & SPO RTING CLUB,Wynnum West,Brisbane (C),Lytton,Capalaba,150
2000011329,5ZDGRL2Z,11,,Yes,Australian Football,WYNNUM VIKINGS AUSTRALAIN FOOTBALL & SPO RTING CLUB,Wynnum West,Brisbane (C),Lytton,Wynnum West,150
2000013527,R9UNY7GT,11,,Yes,Australian Football,WYNNUM VIKINGS AUSTRALAIN FOOTBALL & SPO RTING CLUB,Wynnum West,Brisbane (C),Lytton,Hemmant,150
2000013541,F7AFSQR5,11,,Yes,Australian Football,WYNNUM VIKINGS AUSTRALAIN FOOTBALL & SPO RTING CLUB,Wynnum West,Brisbane (C),Lytton,Hemmant,150
2000006274,5KN3CO96,12,,Yes,Australian Football,Aspley Australian Football and Sporting Club Limited,Carseldine,Brisbane (C),Aspley,Aspley,150
2000003379,8OQT8T03,12,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Isle Of Capri,150
2000010597,OOFNKAUZ,12,,Yes,Australian Football,Broadbeach Junior Australian Football Club Inc,Mermaid Waters,Gold Coast (C),Mermaid Beach,Varsity Lakes,150
