LGA_2011,Local Government Areas - 2011,INDEX_TYPE,Index Type,MEASURE,Measure,Value
13660,Gwydir (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4953
13700,Harden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,933
13700,Harden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,815
13700,Harden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1045
13700,Harden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,3574
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1017
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,767
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1156
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,62324
13850,Hay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,915
13850,Hay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,841
13850,Hay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1047
13850,Hay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2940
13950,Holroyd (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,972
13950,Holroyd (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,770
13950,Holroyd (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1205
13950,Holroyd (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,99174
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1106
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,890
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1211
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,156862
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1123
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,929
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1203
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,13221
14150,Hurstville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1018
14150,Hurstville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,712
14150,Hurstville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1153
14150,Hurstville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,78828
14200,Inverell (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,912
14200,Inverell (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,643
14200,Inverell (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1070
14200,Inverell (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,16078
14250,Jerilderie (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,983
14250,Jerilderie (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,850
14250,Jerilderie (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1086
14250,Jerilderie (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1492
14300,Junee (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,932
14300,Junee (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,839
14300,Junee (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1101
14300,Junee (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,5881
14350,Kempsey (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,876
14350,Kempsey (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,464
14350,Kempsey (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1068
14350,Kempsey (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,28126
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1050
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,883
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1111
14400,Kiama (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,19993
14450,Kogarah (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1051
14450,Kogarah (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,940
14450,Kogarah (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1161
14450,Kogarah (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,55792
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1155
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,1016
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1214
14500,Ku-ring-gai (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,109279
14550,Kyogle (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,902
14550,Kyogle (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,524
14550,Kyogle (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,993
14550,Kyogle (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,9231
14600,Lachlan (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,934
14600,Lachlan (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,747
14600,Lachlan (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1084
14600,Lachlan (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,6470
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,985
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,569
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1157
14650,Lake Macquarie (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,188985
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1130
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,1006
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1206
14700,Lane Cove (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,31524
14750,Leeton (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,938
14750,Leeton (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,731
14750,Leeton (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1066
14750,Leeton (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,11014
14800,Leichhardt (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1105
14800,Leichhardt (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,792
14800,Leichhardt (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1171
14800,Leichhardt (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,52196
14850,Lismore (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,946
14850,Lismore (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,701
14850,Lismore (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1113
14850,Lismore (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,42770
14870,Lithgow (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,916
14870,Lithgow (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,623
14870,Lithgow (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1105
14870,Lithgow (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,20142
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,968
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,456
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1177
14900,Liverpool (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,180172
14920,Liverpool Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,913
14920,Liverpool Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,639
14920,Liverpool Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1037
14920,Liverpool Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,7490
14950,Lockhart (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,983
14950,Lockhart (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,904
14950,Lockhart (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1065
14950,Lockhart (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,3006
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,986
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,630
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1167
15050,Maitland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,67443
15150,Manly (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1125
15150,Manly (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,974
15150,Manly (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1193
15150,Manly (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,39737
15200,Marrickville (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1043
15200,Marrickville (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,592
15200,Marrickville (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1161
15200,Marrickville (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,76448
15270,Mid-Western Regional (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,951
15270,Mid-Western Regional (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,757
15270,Mid-Western Regional (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1121
15270,Mid-Western Regional (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,22300
15300,Moree Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,917
15300,Moree Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,473
15300,Moree Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1114
15300,Moree Plains (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,13415
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1138
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,1032
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1207
15350,Mosman (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,27462
15500,Murray (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,967
15500,Murray (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,646
15500,Murray (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1070
15500,Murray (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,6966
15550,Murrumbidgee (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,919
15550,Murrumbidgee (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,819
